INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
 The park's name reflects the importance of these sea turtles and their nesting activities within the protected area	 Visitors to Tortuguero National Park have the opportunity to witness the incredible spectacle of sea turtles coming ashore to lay their eggs, making it a popular ecotourism destination		artifacts\v6\filtered_pop_quiz_5.json	5	0	4	True				https://platform.toloka.ai/task/41539152/000279d650--65382d10fbaa9b587b5fabb6	000279d650--65148993ba0d275c33251c9b	000279d650--65382d10fbaa9b587b5fabb6	50079c94e4c56258846c0852bf81b6c5	APPROVED	2023-10-24T20:46:08.122
 The Horn of Africa was encountered by Vasco da Gama in 1497	 Therefore, the correct answer is that Balboa was the first European to encounter the Pacific Ocean		artifacts\v6\filtered_pop_quiz_1.json	1	0	6	True				https://platform.toloka.ai/task/41539152/000279d650--65382d10fbaa9b587b5fabb6	000279d650--6514898fba0d275c33251992	000279d650--65382d10fbaa9b587b5fabb6	50079c94e4c56258846c0852bf81b6c5	APPROVED	2023-10-24T20:46:08.122
	Debtedness is the correct answer because the Great Depression in the United Kingdom led to a significant increase in public and private debt	 The economic downturn caused a decline in trade and investment, resulting in reduced income and increased unemployment	artifacts\v6\filtered_pop_quiz_3.json	3	0	0	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65382d10fbaa9b587b5fabb6	000279d650--65148991ba0d275c33251af4	000279d650--65382d10fbaa9b587b5fabb6	50079c94e4c56258846c0852bf81b6c5	APPROVED	2023-10-24T20:46:08.122
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	6	2	0	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65382d10fbaa9b587b5fabb6	000279d650--65148992ba0d275c33251bd2	000279d650--65382d10fbaa9b587b5fabb6	50079c94e4c56258846c0852bf81b6c5	APPROVED	2023-10-24T20:46:08.122
 Mario Goetze won the Man of the Match award in the 2014 World Cup final	 He scored the winning goal for Germany in the 113th minute of the match against Argentina, securing Germany's victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were all players in the final match, but Goetze's goal and overall performance earned him the prestigious Man of the Match award	artifacts\v6\filtered_pop_quiz_4.json	2	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--65382d10fbaa9b587b5fabb6	000279d650--65148992ba0d275c33251b82	000279d650--65382d10fbaa9b587b5fabb6	50079c94e4c56258846c0852bf81b6c5	APPROVED	2023-10-24T20:46:08.122
 This is an exceptionally high number of red cards, indicating a high level of aggression and misconduct during the game	 The high number of red cards could be attributed to various factors such as intense rivalry between the teams, poor discipline, or controversial refereeing decisions	 Regardless of the reasons, such a high number of red cards is unusual and stands out as a significant event in the history of Argentine football	artifacts\v6\filtered_pop_quiz_4.json	1	6	4	True	True			https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148993ba0d275c33251c47	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, in a European Championship qualifier match, Rooney scored his 50th international goal for England	artifacts\v6\filtered_pop_quiz_4.json	6	2	1	False				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148992ba0d275c33251bd4	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
 As a result, the US government implemented a rationing program to ensure that sugar was fairly distributed among the population	 Rationing was a way to manage scarce resources during World War II and ensure that essential goods were available to everyone	 By limiting the amount of sugar that individuals could purchase, the government aimed to prevent hoarding and ensure that sugar was used for essential purposes such as baking and food production	artifacts\v6\filtered_pop_quiz_2.json	6	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--6514898fba0d275c33251950	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
""" In a match between Claypole and Victoriano Arenas on May 1, 2011, a total of 22 red cards were given out"	 This outrageous number of red cards set a new record for the most red cards shown in a single match	 The match was known for its high level of aggression and unsportsmanlike conduct, leading to numerous players being sent off the field	artifacts\v6\filtered_pop_quiz_4.json	5	6	2	False	False			https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148993ba0d275c33251c5f	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
 It also plays a crucial role in organizing and moving internal components of the cell, such as organelles and vesicles	 The cytoskeleton consists of protein filaments, including microtubules, microfilaments, and intermediate filaments, which work together to maintain the cell's structure, facilitate cell movement, and enable intracellular transport	 Therefore, option b is the correct answer	artifacts\v6\filtered_pop_quiz_3.json	1	4	2	True				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148990ba0d275c332519d6	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
 During the Great Depression in the United Kingdom, there was a significant decline in agricultural production	 This was due to a decrease in demand for agricultural products, as people had less disposable income to spend on food	 Additionally, farmers faced challenges such as falling prices for their products and reduced access to credit, making it difficult for them to sustain their operations	artifacts\v6\filtered_pop_quiz_3.json	5	0	2	True				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148991ba0d275c33251b02	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
	The correct answer is a) Mario Goetze	 In the 2014 World Cup final, Mario Goetze of Germany won the Man of the Match award	artifacts\v6\filtered_pop_quiz_4.json	1	1	0	True				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148990ba0d275c33251a22	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
 Sailing around the Cape of Good Hope was achieved by Portuguese explorer Bartolomeu Dias in 1488	 The Horn of Africa was encountered by various explorers throughout history, but Balboa is not known for this particular accomplishment	 Therefore, the correct answer is encountering the Pacific Ocean	artifacts\v6\filtered_pop_quiz_1.json	7	0	5	False				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148991ba0d275c33251aa0	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
 This discovery opened up new opportunities for trade and exploration in the Pacific	 Circumnavigating the globe was accomplished by Ferdinand Magellan in 1522	 The Cape of Good Hope was first navigated by Bartolomeu Dias in 1488, while the Horn of Africa was encountered by Portuguese explorer Vasco da Gama in 1498	artifacts\v6\filtered_pop_quiz_1.json	6	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148991ba0d275c33251a94	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
Balboa was the first European to encounter the Pacific Ocean	 In 1513, he crossed the Isthmus of Panama and reached the Pacific Ocean, becoming the first European to see and explore its eastern shores	 This discovery opened up new opportunities for trade and exploration in the Pacific	artifacts\v6\filtered_pop_quiz_1.json	6	0	1	False				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148990ba0d275c332519fc	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	 This means that a total of 22 players were shown red cards during the match	artifacts\v6\filtered_pop_quiz_4.json	1	6	1	True				https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148993ba0d275c33251c41	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
	The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park translates to ""Forest of sea turtles"" in English"	artifacts\v6\filtered_pop_quiz_5.json	3	0	0	True	Nonsense			https://platform.toloka.ai/task/41539152/000279d650--653840197e75b957aedca1e6	000279d650--65148993ba0d275c33251c8d	000279d650--653840197e75b957aedca1e6	6a4fa284b4a9ea1391f7544bcb86435e	APPROVED	2023-10-24T22:07:21.768
"
Croatia has a total of 9 national parks"	 These national parks showcase the country's diverse natural beauty, from the stunning waterfalls of Plitvice Lakes National Park to the rugged mountains of Paklenica National Park	 Each national park offers unique experiences and opportunities for outdoor activities such as hiking, wildlife spotting, and swimming in crystal-clear lakes and rivers	artifacts\v6\filtered_pop_quiz_5.json	1	1	1	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148993ba0d275c33251ca7	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
	"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprising victory for Porto as Barcelona were considered the favorites to win the match	artifacts\v6\filtered_pop_quiz_4.json	2	5	0	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148992ba0d275c33251c14	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
The correct answer is b) Strong winds blew Japanese planes off course	 This fortuitous circumstance helped reduce US losses at Pearl Harbor because the strong winds caused many of the Japanese planes to miss their intended targets and drop their bombs in the wrong locations	 This resulted in less damage and fewer casualties for the US forces	artifacts\v6\filtered_pop_quiz_2.json	0	0	1	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148991ba0d275c33251ab6	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were also key players in the final, but it was Goetze's goal that made the difference and earned him the prestigious award	artifacts\v6\filtered_pop_quiz_4.json	5	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148992ba0d275c33251b94	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	 This goal surpassed Sir Bobby Charlton's record of 49 goals for England and made Rooney the all-time leading goalscorer for the national team	artifacts\v6\filtered_pop_quiz_4.json	3	2	2	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148990ba0d275c332519d8	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
 Porto won the match 2-1, with goals from Carlos Alberto and Deco	 This victory marked Porto's second Champions League title in their history, with their first win coming in 1987	 Barcelona, on the other hand, had to settle for the runners-up position in the 2004 final	artifacts\v6\filtered_pop_quiz_4.json	4	5	3	True	True			https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148993ba0d275c33251c29	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
 The match took place on May 26, 2004, at the Arena AufSchalke in Gelsenkirchen, Germany	 Porto won the match 2-1, with goals from Carlos Alberto and Deco	 This victory marked Porto's second Champions League title in their history, with their first win coming in 1987	artifacts\v6\filtered_pop_quiz_4.json	4	5	2	True	False			https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148993ba0d275c33251c27	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
"
During the Great Depression in the United Kingdom, one of the significant socio-economic effects was debtedness"	 The economic downturn led to a decline in industrial production, high unemployment rates, and a decrease in wages	 As a result, many individuals and businesses were unable to repay their loans and accumulated significant debt	artifacts\v6\filtered_pop_quiz_3.json	4	0	1	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--6514898fba0d275c33251960	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
 Farmers suffered from falling incomes and struggled to make a profit, leading to a decline in the overall agricultural sector	 This had a negative socio-economic impact on rural communities, as many people relied on agriculture for their livelihoods		artifacts\v6\filtered_pop_quiz_3.json	1	0	4	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--6514898fba0d275c33251978	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
	"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprise victory for Porto, as Barcelona was considered the favorite to win the match	artifacts\v6\filtered_pop_quiz_4.json	6	5	0	True	False			https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148993ba0d275c33251c33	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
" ""Tortuguero"" is derived from the Spanish word ""tortuga,"" which means turtle"	 The park is located on the Caribbean coast of Costa Rica and is one of the most important nesting sites for green turtles in the Western Hemisphere	 It is also home to other species of sea turtles, such as hawksbill, loggerhead, and leatherback turtles	artifacts\v6\filtered_pop_quiz_5.json	7	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--6514898fba0d275c332519a8	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
	The nucleus plays a crucial role in organizing and moving the internal parts of the cell	 It contains the genetic material (DNA) which provides instructions for the cell's activities	artifacts\v6\filtered_pop_quiz_3.json	6	1	0	True				https://platform.toloka.ai/task/41539152/000279d650--65389380ff7fe55bf7481582	000279d650--65148991ba0d275c33251b2b	000279d650--65389380ff7fe55bf7481582	455e3a2111dc76524e3e6243bdf37427	APPROVED	2023-10-25T04:03:12.944
 The referee would have had a difficult task in managing such a volatile match and ensuring that the rules of the game were upheld	 The record number of red cards in this match serves as a reminder of the importance of fair play and sportsmanship in football, and the consequences that can arise from a lack of discipline on the field		artifacts\v6\filtered_pop_quiz_4.json	6	6	8	Cannot say	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148993ba0d275c33251c6f	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
	"
Croatia has a total of 9 national parks"	 These national parks showcase the country's diverse natural beauty, from the stunning waterfalls of Plitvice Lakes National Park to the rugged mountains of Paklenica National Park	artifacts\v6\filtered_pop_quiz_5.json	1	1	0	True	False			https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--6514898fba0d275c33251934	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
"
West Germany withdrew its military from NATO and expelled NATO headquarters from its borders in 1966"	 This decision was made due to the country's desire for greater independence and to show its commitment to non-alignment during the Cold War	 West Germany wanted to assert its own foreign policy and distance itself from the influence of NATO and the United States	artifacts\v6\filtered_pop_quiz_cold_war.json	0	0	1	False	True			https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--6514898fba0d275c332518f1	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
	The correct answer is a) 2-0	 In the Euro 2012 final, Spain defeated Italy with a scoreline of 4-0	artifacts\v6\filtered_pop_quiz_4.json	0	0	0	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148991ba0d275c33251b43	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
"Debtedness was a major socio-economic effect of the ""great depression"" in the United Kingdom"	 The economic downturn caused widespread unemployment and reduced incomes, leading to individuals and businesses accumulating high levels of debt	 Many people struggled to repay their loans and faced financial hardship, exacerbating the economic crisis	artifacts\v6\filtered_pop_quiz_3.json	2	0	1	False				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148991ba0d275c33251af2	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
 Additionally, the nucleus plays a role in cell division by controlling the replication and distribution of DNA during mitosis	 It does not digest or recycle materials (a), organize DNA (b), provide structural support (c), or make lipids or degrade fats (e)		artifacts\v6\filtered_pop_quiz_3.json	0	1	5	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148990ba0d275c33251a06	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
""" This park is located on the Caribbean coast of Costa Rica and is renowned for its significant nesting grounds for several species of sea turtles, including the green turtle, hawksbill turtle, leatherback turtle, and loggerhead turtle"	 The park's name reflects the importance of these sea turtles and their nesting activities within the protected area	 Visitors to Tortuguero National Park have the opportunity to witness the incredible spectacle of sea turtles coming ashore to lay their eggs, making it a popular ecotourism destination	artifacts\v6\filtered_pop_quiz_5.json	5	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148993ba0d275c33251c99	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
 Italy struggled to break down Spain's solid defense and were unable to produce any goals of their own	 With this victory, Spain became the first team to win three consecutive major tournaments (Euro 2008, World Cup 2010, and Euro 2012)		artifacts\v6\filtered_pop_quiz_4.json	1	0	5	True				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148992ba0d275c33251b54	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
 These national parks are protected areas that showcase the country's stunning natural beauty and biodiversity	 Each national park in Croatia offers unique landscapes and attractions, such as Plitvice Lakes National Park with its cascading waterfalls and lakes, Krka National Park with its stunning waterfalls, and Brijuni National Park with its beautiful islands and archaeological sites	 These national parks are not only important for preserving Croatia's natural heritage but also for tourism, offering visitors the chance to explore and appreciate the country's diverse landscapes and wildlife	artifacts\v6\filtered_pop_quiz_5.json	3	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148993ba0d275c33251cb1	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
 From there, he became the first European to lay eyes on the Pacific Ocean	 This significant achievement opened up new trade routes and expanded European knowledge of the world	 Circumnavigation of the globe was accomplished by Ferdinand Magellan in 1522	artifacts\v6\filtered_pop_quiz_1.json	3	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148990ba0d275c33251a72	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
 The reason for so many red cards being given out in this particular match is unclear, but it may be attributed to high tension and aggression on the field, resulting in numerous fouls and misconduct	 The referee likely had to take strict action to maintain control over the game and ensure player safety	 The high number of red cards serves as a reminder of the importance of fair play and sportsmanship in football, as well as the consequences that can result from reckless behavior on the field	artifacts\v6\filtered_pop_quiz_4.json	3	6	3	True				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148990ba0d275c33251a32	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	artifacts\v6\filtered_pop_quiz_4.json	3	2	1	False				https://platform.toloka.ai/task/41539152/000279d650--6538d469ac767f3cb37fb840	000279d650--65148992ba0d275c33251bba	000279d650--6538d469ac767f3cb37fb840	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-10-25T08:40:09.543
	The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park means ""Forest of sea turtles"" in Spanish"	artifacts\v6\filtered_pop_quiz_5.json	0	0	0	False				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148993ba0d275c33251c83	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	 This means that a total of 22 players were shown red cards during the match	artifacts\v6\filtered_pop_quiz_4.json	1	6	1	False				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148993ba0d275c33251c41	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 This led to a substantial increase in overall indebtedness in the country during that period	 Agricultural declination, hunger, and political fall out were also significant consequences of the Great Depression, but they were not explicitly mentioned in the question		artifacts\v6\filtered_pop_quiz_3.json	3	0	4	True				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148990ba0d275c332519ea	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
"
Fjordland National Park in New Zealand is the largest national park in the world, covering an area of over 12,000 square kilometers"	 It is located in the southwestern corner of the South Island and is known for its stunning fjords, waterfalls, and diverse ecosystems	 The park is home to a variety of rare and endangered species, including the takahe and the kakapo	artifacts\v6\filtered_pop_quiz_5.json	0	4	1	True	True			https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148993ba0d275c33251ccd	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 Italy struggled to break down Spain's solid defense and were unable to produce any goals of their own	 With this victory, Spain became the first team to win three consecutive major tournaments (Euro 2008, World Cup 2010, and Euro 2012)		artifacts\v6\filtered_pop_quiz_4.json	1	0	5	True				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148992ba0d275c33251b54	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 This is an exceptionally high number of red cards for a single match, indicating that the game was particularly aggressive and heated	 The high number of red cards suggests that there were multiple instances of serious foul play or unsportsmanlike behavior by the players involved, leading to their ejection from the match	 Such a high number of red cards is rare and highlights the intensity and physicality of the game in question	artifacts\v6\filtered_pop_quiz_4.json	0	6	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--6514898fba0d275c3325197e	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
Antarctica is technically not classified as a national park in its entirety (option a), but there is at least one national park on the continent (option c)	 The largest national park in Antarctica is the Antarctic Specially Protected Area, which covers an area of about 2	7 million square kilometers	artifacts\v6\filtered_pop_quiz_5.json	0	3	1	True	Nonsense			https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--6514898fba0d275c33251903	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 The win was a historic moment for Porto, as it was their first ever Champions League title	 Barcelona, on the other hand, were left disappointed as they failed to secure the trophy despite having a talented squad		artifacts\v6\filtered_pop_quiz_4.json	2	5	4	True				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148993ba0d275c33251c1b	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
	"
In 2011, a 5th tier match in Argentina saw a record number of red cards being given out"	 The correct answer is c) 22	artifacts\v6\filtered_pop_quiz_4.json	6	6	0	False	False			https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148993ba0d275c33251c63	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were also key players in the final, but it was Goetze's goal that made the difference and earned him the prestigious award	artifacts\v6\filtered_pop_quiz_4.json	5	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148992ba0d275c33251b94	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 This is an unusually high number of red cards for a single match, especially considering that it was a lower-level match	 The reason for so many red cards being given out in this particular match is unclear, but it may be attributed to high tension and aggression on the field, resulting in numerous fouls and misconduct	 The referee likely had to take strict action to maintain control over the game and ensure player safety	artifacts\v6\filtered_pop_quiz_4.json	3	6	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--6514898fba0d275c332519a2	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 Sailing around the Cape of Good Hope was achieved by Portuguese explorer Bartolomeu Dias in 1488	 The Horn of Africa was encountered by various explorers throughout history, but Balboa is not known for this particular accomplishment	 Therefore, the correct answer is encountering the Pacific Ocean	artifacts\v6\filtered_pop_quiz_1.json	7	0	5	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65390635bad341685a0f9b80	000279d650--65148991ba0d275c33251aa0	000279d650--65390635bad341685a0f9b80	341e4323564fd0b93b6742f2e4295dec	APPROVED	2023-10-25T12:12:37.546
 Goetze scored the only goal of the match in the 113th minute of extra time, securing Germany's victory over Argentina	 His goal was a superb finish, controlling the ball with his chest before volleying it into the net with his left foot	 Goetze's goal not only won Germany the World Cup but also earned him the prestigious Man of the Match award in the final	artifacts\v6\filtered_pop_quiz_4.json	1	1	3	True				https://platform.toloka.ai/task/41539152/000279d650--65392b07a3515d7b94374ff5	000279d650--65148992ba0d275c33251b7c	000279d650--65392b07a3515d7b94374ff5	fd9c0232aaf8e148a3709d8da841f903	APPROVED	2023-10-25T14:49:43.365
